,Nombre,Fecha publicación,Autores,Categorías,Mecánicas,Puntuación,Jugadores,Jugadores mínimos,Jugadores máximos,Duración,Duración mínima,Duración máxima,Edad,Complejidad,Dep idioma,Edición juegos,Juegos relacionados
https://www.ludonauta.es/juegos-mesas/marvel-champions-lcg-2019,Marvel Champions: LCG,2019,"['Caleb Grace', 'Michael Boggs', 'Nate French']","['Basado en cómic / viñeta', 'Cartas', 'Colección de componentes']","['Configuración variable', 'Construcción de mazo', 'Cooperativo', 'Escenarios, misiones o campañas', 'Gestión de mano', 'Habilidades variables', 'Orden de turno progresivo', 'Solitario']","7,69",1-4,1.0,4.0,45-90,45.0,90.0,14.0,3.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/marvel-champions-lcg-doctor-extrano-2020,Marvel Champions: LCG – Doctor Extraño,2020,"['Caleb Grace', 'Nate French']",['Cartas'],"['Cooperativo', 'Habilidades variables']","7,69",1-4,1.0,4.0,45-90,45.0,90.0,14.0,,4.0,Expansión de,['Marvel Champions: LCG']
https://www.ludonauta.es/juegos-mesas/great-western-trail-2016,Great Western Trail ,2016,['Alexander Pfister'],"['Animales', 'Economía', 'Oeste americano']","['Colección de ítems', 'Colocación de losetas', 'Configuración variable', 'Creación de mazo, bolsa o conjunto', 'Gestión de mano', 'Movimiento entre puntos', 'Movimiento sobre track', 'Propiedad', 'Rondel']","7,69",2-4,2.0,4.0,75-150,75.0,150.0,12.0,4.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/everdell-2018,Everdell,2018,['James A. Wilson'],"['Animales', 'Cartas', 'Edificación', 'Fantasía']","['Bonus de fin de partida', 'Colección de ítems', 'Colocación de trabajadores', 'Configuración variable', 'Contratos', 'Draft', 'Draft de cartas', 'Gestión de mano', 'Ingresos', 'Propiedad', 'Solitario']","7,68",1-4,1.0,4.0,40-80,40.0,80.0,13.0,3.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/la-tripulacion-en-busca-del-noveno-planeta-2019,La Tripulación: En busca del noveno planeta,2019,['Thomas Sing'],"['Cartas', 'Ciencia ficción', 'Exploración espacial']","['Cartas por bazas', 'Cooperativo', 'Draft de cartas', 'Escenarios, misiones o campañas', 'Gestión de mano', 'Límites en la comunicación']","7,68",2-5,2.0,5.0,20,20.0,20.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/pocimas-y-brebajes-2018,Pócimas y Brebajes,2018,['Wolfgang Warsch'],['Medieval'],"['Atrapa al líder', 'Compra retardada', 'Configuración variable', 'Creación de mazo, bolsa o conjunto', 'Eventos', 'Forzar la suerte', 'Lanzamiento de dados', 'Mercado', 'Selección simultánea de acciones']","7,68",2-4,2.0,4.0,45,45.0,45.0,10.0,2.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/sleeping-gods-2021,Sleeping Gods,2021,['Ryan Laukat'],"['Aventuras', 'Exploración', 'Fantasía', 'Marítimo']","['Cooperativo', 'Elección narrativa / párrafo', 'Escenarios, misiones o campañas', 'Eventos', 'Forzar la suerte', 'Gestión de mano', 'Narrativo', 'Puntos de acción', 'Solitario']","7,67",1-4,1.0,4.0,60-1200,60.0,1200.0,13.0,3.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/dominion-terramar-2009,Dominion: Terramar,2009,['Donald X. Vaccarino'],"['Cartas', 'Marítimo', 'Medieval']","['Compra retardada', 'Creación de mazo, bolsa o conjunto', 'Draft de cartas', 'Gestión de mano']","7,66",2-4,2.0,4.0,30,30.0,30.0,13.0,2.0,3.0,Expansión de,"['Dominion', 'Dominion: Intriga', 'Dominion (2ª edición)']"
https://www.ludonauta.es/juegos-mesas/orleans-2014,Orléans,2014,['Reiner Stockhausen'],"['Medieval', 'Religioso', 'Viajes']","['Árboles/tracks de tecnología', 'Bonus de fin de partida', 'Colocación de trabajadores', 'Colocación de trabajadores de diferentes tipos', 'Configuración variable', 'Contratos', 'Creación de mazo, bolsa o conjunto', 'Eventos', 'Movimiento entre puntos', 'Orden de turno progresivo', 'Selección simultánea de acciones']","7,66",2-5,2.0,5.0,90,90.0,90.0,12.0,3.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/pandemic-al-limite-2009,Pandemic: ¡Al Límite!,2009,"['Matt Leacock', 'Thomas Lehmann']","['Ciencia ficción', 'Médico', 'Medioambiental']","['Asociaciones / Agrupaciones', 'Colección de ítems', 'Colocación de unidades secretas', 'Comercio', 'Cooperativo', 'Etiquetas', 'Gestión de mano', 'Habilidades variables', 'Movimiento entre puntos', 'Movimiento oculto', 'Puntos de acción']","7,66",2-5,2.0,5.0,45,45.0,45.0,8.0,3.0,3.0,Expansión de,['Pandemic']
https://www.ludonauta.es/juegos-mesas/scythe-invasores-de-tierras-lejanas-2016,Scythe: Invasores de tierras lejanas,2016,['Jamey Stegmaier'],"['Agricultura', 'Dominio territorial', 'Economía', 'Wargame']","['Control de áreas / Mayorías', 'Solitario']","7,66",1-7,1.0,7.0,90-140,90.0,140.0,14.0,3.0,3.0,Expansión de,['Scythe']
https://www.ludonauta.es/juegos-mesas/azul-2017,Azul,2017,['Michael Kiesling'],"['Abstracto', 'Puzzle', 'Renacimiento']","['Bonus de fin de partida', 'Colección de ítems', 'Colocación de losetas', 'Construcción de patrones', 'Draft', 'Draft de cartas', 'Orden de turno por demanda']","7,65",2-4,2.0,4.0,30-45,30.0,45.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/frosthaven-2022,Frosthaven,2022,['Isaac Childres'],"['Aventuras', 'Combate', 'Exploración', 'Fantasía', 'Miniaturas']","['Batallas dirigidas por cartas', 'Construcción de mazo', 'Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Draft de acciones', 'Escenarios, misiones o campañas', 'Gestión de mano', 'Habilidades de un solo uso por partida', 'Habilidades variables', 'Legacy', 'Límites en la comunicación', 'Movimiento en casillas hexagonales', 'Movimiento por celdas', 'Selección simultánea de acciones', 'Solitario', 'Tablero modular']","7,65",1-4,1.0,4.0,30-120,30.0,120.0,14.0,4.0,4.0,Integración de,"['Gloomhaven', 'Gloomhaven: Fauces del León']"
https://www.ludonauta.es/juegos-mesas/7-wonders-duel-pantheon-2016,7 Wonders: Duel – Pantheon,2016,"['Antoine Bauza', 'Bruno Cathala']","['Cartas', 'Civilización', 'Edad antigua', 'Edificación']","['Colección de ítems', 'Draft de cartas']","7,65",2,2.0,2.0,30,30.0,30.0,10.0,2.0,1.0,Expansión de,['7 Wonders: Duel']
https://www.ludonauta.es/juegos-mesas/viticulture-edicion-esencial-2015,Viticulture Edición Esencial,2015,"['Alan Stone', 'Jamey Stegmaier', 'Morten Monrad Pedersen']","['Agricultura', 'Economía']","['Colocación de trabajadores', 'Colocación de trabajadores de diferentes tipos', 'Contratos', 'Gestión de mano', 'Orden de turno por subasta', 'Puntos de victoria como recursos', 'Rondas variables', 'Solitario']","7,65",1-6,1.0,6.0,45-90,45.0,90.0,13.0,3.0,3.0,Reimplementación de,['Viticulture']
https://www.ludonauta.es/juegos-mesas/mage-knight-board-game-the-lost-legion-2012,Mage Knight Board Game: The Lost Legion,2012,['Vlaada Chvátil'],"['Aventuras', 'Combate', 'Exploración', 'Fantasía', 'Miniaturas']","['Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento por celdas', 'Roles', 'Rondas variables', 'Tablero modular']","7,65",1-5,1.0,5.0,240,240.0,240.0,14.0,4.0,4.0,Expansión de,['Mage Knight Board Game']
https://www.ludonauta.es/juegos-mesas/twilight-imperium-4a-edicion-la-profecia-de-los-reyes-2020,Twilight Imperium (4ª edición): La Profecía de los Reyes,2020,['Dane Beltrami'],"['Ciencia ficción', 'Civilización', 'Economía', 'Exploración espacial', 'Negociación', 'Político', 'Wargame']","['Comercio', 'Control de áreas / Mayorías', 'Draft de acciones', 'Habilidades de un solo uso por partida', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento en casillas hexagonales', 'Movimiento por celdas', 'Movimiento por tropas', 'Orden de turno por demanda', 'Rondas variables', 'Seguimiento', 'Tablero modular', 'Votación']","7,64",3-8,3.0,8.0,240-480,240.0,480.0,14.0,4.0,4.0,Expansión de,['Twilight Imperium (4ª edición)']
https://www.ludonauta.es/juegos-mesas/too-many-bones-2017,Too Many Bones,2017,"['Adam Carlson', 'Josh J. Carlson']","['Aventuras', 'Combate', 'Dados', 'Fantasía', 'Wargame']","['Árboles/tracks de tecnología', 'Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Cuadrícula', 'Escenarios, misiones o campañas', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento por celdas', 'Orden de turno basado en rol', 'Recurso para mover', 'Resolución de iconos de dados', 'Resolución por comparación de estadísticas', 'Roles', 'Roles con información asimétrica', 'Solitario']","7,63",1-4,1.0,4.0,60-120,60.0,120.0,12.0,4.0,4.0,Integración de,"['Too Many Bones: Undertow', 'Too Many Bones: Unbreakable']"
https://www.ludonauta.es/juegos-mesas/arkham-horror-lcg-2016,Arkham Horror: LCG,2016,"['Matthew Newman', 'Nate French']","['Aventuras', 'Basado en novela', 'Cartas', 'Colección de componentes', 'Exploración', 'Fantasía', 'Terror']","['Construcción de mazo', 'Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Deformación de mapa', 'Escenarios, misiones o campañas', 'Eventos', 'Forzar la suerte', 'Gestión de mano', 'Habilidades variables', 'Límites en la comunicación', 'Movimiento de áreas', 'Puntos de acción', 'Resolución por comparación de estadísticas', 'Roles', 'Solitario', 'Tablero modular']","7,63",1-2,1.0,2.0,60-120,60.0,120.0,14.0,4.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/hansa-teutonica-big-box-2020,Hansa Teutonica: Big Box,2020,['Andreas Steding'],['Medieval'],"['Árboles/tracks de tecnología', 'Bonus de fin de partida', 'Control de áreas / Mayorías', 'Propiedad', 'Puntos de acción', 'Unión de puntos de un mapa']","7,62",3-5,3.0,5.0,45-90,45.0,90.0,12.0,3.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/las-mansiones-de-la-locura-2a-ed-2016,Las Mansiones de la Locura: 2ª Ed.,2016,['Nikki Valens'],"['Asesinato / Misterio', 'Aventuras', 'Combate', 'Exploración', 'Fantasía', 'Miniaturas', 'Puzzle', 'Terror']","['Asociaciones / Agrupaciones', 'Cooperativo', 'Descubrimiento de mapa por exploración', 'Escenarios, misiones o campañas', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento de áreas', 'Recogida y entrega', 'Resolución por comparación de estadísticas', 'Roles', 'Solitario', 'Tablero modular', 'Traidor oculto']","7,62",1-5,1.0,5.0,120-180,120.0,180.0,14.0,3.0,4.0,Integración de,['Las Mansiones de la Locura']
https://www.ludonauta.es/juegos-mesas/las-mansiones-de-la-locura-2a-ed-calles-de-arkham-2017,Las Mansiones de la Locura: 2ª Ed. – Calles de Arkham,2017,"['Grace Holdinghaus', 'Kara Centell-Dunk', 'Tony Fanchi']","['Asesinato / Misterio', 'Aventuras', 'Basado en novela', 'Combate', 'Exploración', 'Fantasía', 'Miniaturas', 'Puzzle', 'Terror']","['Asociaciones / Agrupaciones', 'Cooperativo', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento de áreas', 'Recogida y entrega', 'Roles', 'Solitario', 'Tablero modular']","7,62",1-5,1.0,5.0,120-180,120.0,180.0,14.0,3.0,4.0,Expansión de,['Las Mansiones de la Locura: 2ª Ed.']
https://www.ludonauta.es/juegos-mesas/the-castles-of-burgundy-special-edition-2023,The Castles of Burgundy: Special Edition,2023,['Stefan Feld'],"['Dados', 'Dominio territorial', 'Medieval']","['Asociaciones / Agrupaciones', 'Bonus de fin de partida', 'Colección de ítems', 'Colocación de losetas', 'Colocación de trabajadores con dados', 'Lanzamiento de dados', 'Movimiento por celdas', 'Solitario']","7,62",1-4,1.0,4.0,70-120,70.0,120.0,12.0,3.0,2.0,Reimplementación de,['Los Castillos de Borgoña']
https://www.ludonauta.es/juegos-mesas/aeon-s-end-la-guerra-eterna-2017,Aeon's End: La Guerra Eterna,2017,"['Jenny Iglesias', 'Kevin Riley', 'Nick Little']","['Cartas', 'Ciencia ficción', 'Fantasía']","['Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Draft de cartas', 'Gestión de mano', 'Habilidades variables', 'Rondas variables']","7,61",1-4,1.0,4.0,60,60.0,60.0,14.0,3.0,4.0,Integración de,"[""Aeon's End"", ""Aeon's End: Legacy"", ""Aeon's End: The New Age"", ""Aeon's End: Legacy of Gravehold""]"
https://www.ludonauta.es/juegos-mesas/la-busqueda-del-planeta-x-2020,La Búsqueda del Planeta X,2020,"['Ben Rosset', ""Matthew O'Malley""]","['Deducción', 'Puzzle']","['Bonus de fin de partida', 'Deducción', 'Papel y lápiz', 'Puntos de acción', 'Realización de acciones por tiempo', 'Solitario']","7,61",1-4,1.0,4.0,60-75,60.0,75.0,13.0,2.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/root-expansion-los-riberenos-2018,Root: Expansión Los Ribereños,2018,['Cole Wehrle'],"['Animales', 'Fantasía', 'Wargame']","['Carrera', 'Control de áreas / Mayorías', 'Cooperativo', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento de áreas']","7,61",1-6,1.0,6.0,60-90,60.0,90.0,10.0,4.0,4.0,Expansión de,['Root']
https://www.ludonauta.es/juegos-mesas/brass-lancashire-2007,Brass: Lancashire,2007,['Martin Wallace'],"['Economía', 'Industrial', 'Post-napoleónico', 'Transporte']","['Árboles/tracks de tecnología', 'Gestión de mano', 'Ingresos', 'Mercado', 'Orden de turno basado en estadísticas', 'Préstamos', 'Puntuación y reinicio de partida', 'Unión de puntos de un mapa']","7,60",2-4,2.0,4.0,60-120,60.0,120.0,14.0,4.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/champions-of-midgard-valhalla-2017,Champions of Midgard: Valhalla,2017,['Ole Steiness'],"['Aventuras', 'Combate', 'Dados', 'Fantasía', 'Medieval', 'Mitología']","['Colección de ítems', 'Colocación de trabajadores', 'Draft de cartas', 'Habilidades variables', 'Lanzamiento de dados']","7,60",2-4,2.0,4.0,60-120,60.0,120.0,10.0,3.0,3.0,Expansión de,['Champions of Midgard']
https://www.ludonauta.es/juegos-mesas/unmatched-cobble-fog-2020,Unmatched: Cobble & Fog,2020,"['Chris Leder', 'Justin D. Jacobson', 'Kevin Rodgers', 'Rob Daviau']","['Basado en novela', 'Cartas', 'Combate', 'Fantasía', 'Miniaturas', 'Terror']","['Asociaciones / Agrupaciones', 'Gestión de mano', 'Habilidades variables', 'Línea de visión', 'Movimiento de áreas', 'Movimiento entre puntos', 'Puntos de acción', 'Resolución de conflictos mediante cartas', 'Toma eso']","7,60",2-4,2.0,4.0,20-40,20.0,40.0,9.0,2.0,3.0,Integración de,"['Unmatched: Battle of Legends, Volumen Uno', 'Unmatched: Robin Hood vs. Bigfoot', 'Unmatched: Bruce Lee', 'Unmatched: Jurassic Park – InGen vs. Raptors', 'Unmatched: Buffy the Vampire Slayer', 'Unmatched: Caperucita Roja vs. Beowulf', 'Unmatched: Battle of Legends, Volumen Dos', 'Unmatched: Jurassic Park – Dr. Sattler vs. T. Rex', 'Unmatched: Redemption Row', ""Unmatched: Hell's Kitchen"", 'Unmatched: Houdini vs. El Genio', 'Unmatched: Teen Spirit', 'Unmatched: For King and Country', 'Unmatched Adventures: Relatos Asombrosos', 'Unmatched: Brains and Brawn']"
https://www.ludonauta.es/juegos-mesas/pocimas-y-brebajes-las-brujas-herboristas-2019,Pócimas y Brebajes: Las Brujas Herboristas,2019,['Wolfgang Warsch'],['Medieval'],"['Creación de mazo, bolsa o conjunto', 'Forzar la suerte']","7,60",2-5,2.0,5.0,45,45.0,45.0,10.0,2.0,3.0,Expansión de,['Pócimas y Brebajes']
https://www.ludonauta.es/juegos-mesas/through-the-ages-una-nueva-historia-de-la-civilizacion-2015,Through the Ages: Una Nueva Historia de la Civilización,2015,['Vlaada Chvátil'],"['Cartas', 'Civilización', 'Economía']","['Draft de cartas', 'Etiquetas', 'Eventos', 'Gestión de mano', 'Ingresos', 'Puntos de acción', 'Subasta holandesa', 'Subastas', 'Toma eso']","7,60",2-4,2.0,4.0,120,120.0,120.0,14.0,4.0,4.0,Reimplementación de,['Through the Ages: Historia de las Civilizaciones']
https://www.ludonauta.es/juegos-mesas/just-one-2018,Just One,2018,"['Bruno Sautter', 'Ludovic Roudy']","['Palabras', 'Party']","['Cooperativo', 'Límites en la comunicación']","7,60",3-7,3.0,7.0,20-60,20.0,60.0,8.0,1.0,5.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/decrypto-2018,Decrypto,2018,['Thomas Dagenais-Lespérance'],"['Deducción', 'Espionaje', 'Faroleo', 'Palabras', 'Party']","['Asociaciones / Agrupaciones', 'Límites en la comunicación', 'Pistas dirigidas']","7,60",3-8,3.0,8.0,15-45,15.0,45.0,12.0,2.0,5.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/eldritch-horror-saber-olvidado-2014,Eldritch Horror: Saber Olvidado,2014,['Nikki Valens'],"['Aventuras', 'Basado en novela', 'Combate', 'Fantasía', 'Terror', 'Viajes']","['Cooperativo', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento entre puntos', 'Narrativo', 'Realización de acciones por tiempo', 'Roles']","7,59",1-8,1.0,8.0,180,180.0,180.0,14.0,3.0,4.0,Expansión de,['Eldritch Horror']
https://www.ludonauta.es/juegos-mesas/scout-2019,Scout,2019,['Kei Kajino (梶野 桂)'],['Cartas'],"['Ascenso por escalera', 'Cartas por bazas', 'Gestión de mano']","7,59",2-5,2.0,5.0,15,15.0,15.0,9.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/el-banquete-de-odin-2016,El Banquete de Odín,2016,['Uwe Rosenberg'],"['Agricultura', 'Economía', 'Industrial', 'Medieval', 'Puzzle']","['Cercado de áreas', 'Cobertura de rejilla', 'Colocación de losetas', 'Colocación de trabajadores', 'Construcción de patrones', 'Forzar la suerte', 'Incremento automático de recursos', 'Ingresos', 'Lanzamiento de dados', 'Orden de turno pasable', 'Solitario']","7,59",1-4,1.0,4.0,30-120,30.0,120.0,12.0,4.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/aventureros-al-tren-europa-15th-anniversary-2021,¡Aventureros al tren! Europa – 15th Anniversary,2021,['Alan R. Moon'],"['Trenes', 'Viajes']","['Bonus de fin de partida', 'Colección de ítems', 'Conexiones', 'Draft de cartas', 'Gestión de mano', 'Unión de puntos de un mapa']","7,59",2-5,2.0,5.0,30-60,30.0,60.0,8.0,2.0,1.0,Reimplementación de,['¡Aventureros al tren!']
https://www.ludonauta.es/juegos-mesas/final-girl-2021,Final Girl,2021,"['A. J. Porfirio', 'Evan Derrick']","['Cartas', 'Terror']","['Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Recogida y entrega', 'Solitario']","7,59",1,1.0,1.0,20-60,20.0,60.0,14.0,3.0,3.0,Reimplementación de,['Hostage Negotiator']
https://www.ludonauta.es/juegos-mesas/concordia-venus-2018,Concordia: Venus,2018,['Mac Gerdts'],"['Economía', 'Edad antigua']","['Asociaciones / Agrupaciones', 'Colección de ítems', 'Configuración variable', 'Creación de mazo, bolsa o conjunto', 'Draft de cartas', 'Gestión de mano', 'Límites en la comunicación', 'Marcador de ventaja', 'Movimiento entre puntos', 'Puntos de movimiento', 'Recuperación de acciones', 'Seguimiento', 'Subasta holandesa', 'Unión de puntos de un mapa']","7,58",2-6,2.0,6.0,60-120,60.0,120.0,12.0,3.0,2.0,Reimplementación de,['Concordia']
